기업명,대표자명,주소,스마트공장 전문분야,스마트공장 전문업종,공급기업 전문업종
(주)에스큐솔루션,김용운,경기도 화성시 동탄지성로 11 (반송동) 1235호,MES/POP/APS,미등록,자동차 및 트레일러 제조업
주식회사 이엠에스,장석환,부산광역시 사상구 사상로 57-7 (주례동),산업용로봇,미등록,기타 기계 및 장비 제조업
가후자동화기술 주식회사,박우순 ,"경기도 안양시 동안구 엘에스로 76 (호계동) 가동 601호(호계동, 안양국제유통단지 디오밸리)",MES/POP/APS,제어시스템/컨트롤러,"식료품 제조업, 음료 제조업, 담배 제조업, 섬유제품 제조업; 의복 제외, 의복. 의복 액세서리 및 모피제품 제조업, 가죽. 가방 및 신발 제조업, 목재 및 나무제품 제조업; 가구 제외, 펄프. 종이 및 종이제품 제조업, 인쇄 및 기록매체 복제업, 코크스. 연탄 및 석유정제품 제조업, 화학 물질 및 화학제품 제조업; 의약품 제외, 의료용 물질 및 의약품 제조업, 고무 및 플라스틱제품 제조업, 비금속 광물제품 제조업, 1차 금속 제조업, 금속 가공제품 제조업; 기계 및 가구 제외, 전자 부품. 컴퓨터. 영상. 음향 및 통신장비 제조업, 의료. 정밀. 광학 기기 및 시계 제조업, 전기장비 제조업, 기타 기계 및 장비 제조업, 자동차 및 트레일러 제조업, 기타 운송장비 제조업, 가구 제조업, 기타 제품 제조업, 산업용 기계 및 장비 수리업"
(주)디엘정보기술,박수철,"충청북도 청주시 흥덕구 직지대로436번길 76(송정동), 직지스마트타워 1308~1311",제조빅데이터/제조AI,"산업용로봇, ERP, PLM/PDM, MES/POP/APS, FEMS, CPS/디지털트윈","식료품 제조업, 음료 제조업, 담배 제조업, 섬유제품 제조업; 의복 제외, 의복. 의복 액세서리 및 모피제품 제조업, 가죽. 가방 및 신발 제조업, 목재 및 나무제품 제조업; 가구 제외, 펄프. 종이 및 종이제품 제조업, 인쇄 및 기록매체 복제업, 화학 물질 및 화학제품 제조업; 의약품 제외, 의료용 물질 및 의약품 제조업, 고무 및 플라스틱제품 제조업, 비금속 광물제품 제조업, 1차 금속 제조업, 금속 가공제품 제조업; 기계 및 가구 제외, 전자 부품. 컴퓨터. 영상. 음향 및 통신장비 제조업, 의료. 정밀. 광학 기기 및 시계 제조업, 전기장비 제조업, 기타 기계 및 장비 제조업, 자동차 및 트레일러 제조업, 기타 운송장비 제조업, 가구 제조업, 기타 제품 제조업, 산업용 기계 및 장비 수리업"
(주)우리이노베이션,김태형,"대구광역시 달서구 당산로41서길 18 (감삼동), 우리빌딩501호",MES/POP/APS,"스마트장비, 제어시스템/컨트롤러, 제조빅데이터/제조AI","식료품 제조업, 섬유제품 제조업; 의복 제외, 고무 및 플라스틱제품 제조업, 1차 금속 제조업, 자동차 및 트레일러 제조업"
(주)신일이앤씨,최문홍,대구광역시 중구 태평로 113-45 (태평로3가),FEMS,"제어시스템/컨트롤러, 센서/액추에이터","식료품 제조업, 섬유제품 제조업; 의복 제외, 펄프. 종이 및 종이제품 제조업, 화학 물질 및 화학제품 제조업; 의약품 제외, 고무 및 플라스틱제품 제조업, 비금속 광물제품 제조업, 1차 금속 제조업, 금속 가공제품 제조업; 기계 및 가구 제외, 전자 부품. 컴퓨터. 영상. 음향 및 통신장비 제조업, 기타 기계 및 장비 제조업, 자동차 및 트레일러 제조업, 기타 운송장비 제조업, 기타 제품 제조업"
수테크,이성국,대구광역시 달서구 성서서로 233 (신당동) 수테크,산업용로봇,"스마트장비, 식별시스템/머신비전, 제어시스템/컨트롤러, 센서/액추에이터","화학 물질 및 화학제품 제조업; 의약품 제외, 1차 금속 제조업, 금속 가공제품 제조업; 기계 및 가구 제외, 기타 기계 및 장비 제조업"
해솔정보시스템(주),한갑수,경기도 수원시 권선구 구운로63번길 56-1 (구운동),MES/POP/APS,SCM/WMS,"펄프. 종이 및 종이제품 제조업, 화학 물질 및 화학제품 제조업; 의약품 제외, 고무 및 플라스틱제품 제조업, 금속 가공제품 제조업; 기계 및 가구 제외, 전자 부품. 컴퓨터. 영상. 음향 및 통신장비 제조업, 전기장비 제조업, 자동차 및 트레일러 제조업, 기타 제품 제조업"
주식회사유유랑컴퍼니,박종진,충청남도 아산시 염치읍 은행나무길215번길 9,제조빅데이터/제조AI,"식별시스템/머신비전, SCM/WMS, MES/POP/APS","식료품 제조업, 음료 제조업, 의복. 의복 액세서리 및 모피제품 제조업, 가죽. 가방 및 신발 제조업, 목재 및 나무제품 제조업; 가구 제외, 펄프. 종이 및 종이제품 제조업, 화학 물질 및 화학제품 제조업; 의약품 제외, 의료용 물질 및 의약품 제조업, 1차 금속 제조업, 전자 부품. 컴퓨터. 영상. 음향 및 통신장비 제조업"
(주)아이디알시스템,최보규,대구광역시 달성군 유가읍 테크노순환로8길 9,MES/POP/APS,"산업용로봇, 식별시스템/머신비전","식료품 제조업, 음료 제조업, 담배 제조업, 섬유제품 제조업; 의복 제외, 의복. 의복 액세서리 및 모피제품 제조업, 가죽. 가방 및 신발 제조업, 화학 물질 및 화학제품 제조업; 의약품 제외, 고무 및 플라스틱제품 제조업, 기타 제품 제조업"
스윗에이아이(주),장창섭,대구광역시 달성군 다사읍 대실역남로2길 20-6,MES/POP/APS,"산업용로봇, 스마트장비, 제어시스템/컨트롤러, PLM/PDM, SCM/WMS, FEMS, QMS/CMMS, CPS/디지털트윈, 제조빅데이터/제조AI","식료품 제조업, 고무 및 플라스틱제품 제조업, 1차 금속 제조업, 의료. 정밀. 광학 기기 및 시계 제조업, 자동차 및 트레일러 제조업, 기타 제품 제조업, 산업용 기계 및 장비 수리업"
빛가람정보(주),이미영,전라남도 나주시 빛가람로 747 (빛가람동),MES/POP/APS,"통신네트워크장비, ERP, 제조빅데이터/제조AI","의료용 물질 및 의약품 제조업, 1차 금속 제조업, 금속 가공제품 제조업; 기계 및 가구 제외, 의료. 정밀. 광학 기기 및 시계 제조업, 전기장비 제조업, 기타 제품 제조업, 산업용 기계 및 장비 수리업"
(주)니어네트웍스,이복동,대구광역시 달서구 장기로 58 (성당동),제조빅데이터/제조AI,"MES/POP/APS, AR/VR/MR","고무 및 플라스틱제품 제조업, 비금속 광물제품 제조업, 금속 가공제품 제조업; 기계 및 가구 제외, 전자 부품. 컴퓨터. 영상. 음향 및 통신장비 제조업, 의료. 정밀. 광학 기기 및 시계 제조업, 기타 기계 및 장비 제조업"
모던에이아이비전솔루션,김희원,충청북도 청주시 서원구 무심서로 377-3(모충동) 창의관 105호,제조빅데이터/제조AI,미등록,"고무 및 플라스틱제품 제조업, 기타 기계 및 장비 제조업"
동원테크(주),박기태,대구광역시 북구 검단공단로 82-20(검단동),산업용로봇,미등록,기타 기계 및 장비 제조업
미르텍주식회사,박승용,대구광역시 달서구 성서동로 297 (장기동),산업용로봇,"식별시스템/머신비전, 제어시스템/컨트롤러",기타 기계 및 장비 제조업
(주)드림테크,정연오,전라남도 목포시 석현로 46 (석현동),MES/POP/APS,"산업용로봇, 식별시스템/머신비전, 제어시스템/컨트롤러, 센서/액추에이터, PLM/PDM, SCM/WMS, FEMS, CPS/디지털트윈, 제조빅데이터/제조AI, 컨설팅/사이버보안","식료품 제조업, 음료 제조업, 섬유제품 제조업; 의복 제외, 목재 및 나무제품 제조업; 가구 제외, 코크스. 연탄 및 석유정제품 제조업, 화학 물질 및 화학제품 제조업; 의약품 제외, 고무 및 플라스틱제품 제조업, 비금속 광물제품 제조업, 1차 금속 제조업, 금속 가공제품 제조업; 기계 및 가구 제외, 전기장비 제조업, 기타 기계 및 장비 제조업, 자동차 및 트레일러 제조업, 기타 운송장비 제조업, 기타 제품 제조업, 산업용 기계 및 장비 수리업"
아우시스템(주),최희철,서울특별시 금천구 가산디지털2로 101 (가산동),MES/POP/APS,"식별시스템/머신비전, 통신네트워크장비, SCM/WMS, QMS/CMMS, 제조빅데이터/제조AI","의료용 물질 및 의약품 제조업, 고무 및 플라스틱제품 제조업, 금속 가공제품 제조업; 기계 및 가구 제외, 전자 부품. 컴퓨터. 영상. 음향 및 통신장비 제조업, 의료. 정밀. 광학 기기 및 시계 제조업, 전기장비 제조업, 기타 제품 제조업"
주식회사 지니어,김지홍,"대구광역시 중구 재마루길 77 (남산동, 남산롯데캐슬 센트럴스카이)",MES/POP/APS,"스마트장비, 클라우드컴퓨팅","전자 부품. 컴퓨터. 영상. 음향 및 통신장비 제조업, 기타 제품 제조업"
(주)러닝비전,이광준,대구광역시 달서구 성서공단로11길 62 (호산동) 대구융합R&D센터 731호,식별시스템/머신비전,제조빅데이터/제조AI,"기타 기계 및 장비 제조업, 산업용 기계 및 장비 수리업"
데네브시스템즈,변총조,대구광역시 북구 노원로 75 (노원동3가),MES/POP/APS,"스마트장비, 식별시스템/머신비전, 제어시스템/컨트롤러, ERP, FEMS, 클라우드컴퓨팅, 제조빅데이터/제조AI","식료품 제조업, 펄프. 종이 및 종이제품 제조업, 화학 물질 및 화학제품 제조업; 의약품 제외, 고무 및 플라스틱제품 제조업, 금속 가공제품 제조업; 기계 및 가구 제외, 전자 부품. 컴퓨터. 영상. 음향 및 통신장비 제조업, 기타 기계 및 장비 제조업"
(주)센소프트,안대인,"전라북도 전주시 덕진구 유상로 67, 607호(여의동, 전주첨단벤처단지 전주혁신창업허브)",MES/POP/APS,ERP,"식료품 제조업, 고무 및 플라스틱제품 제조업, 금속 가공제품 제조업; 기계 및 가구 제외, 전자 부품. 컴퓨터. 영상. 음향 및 통신장비 제조업, 자동차 및 트레일러 제조업, 산업용 기계 및 장비 수리업"
주식회사 모은정보기술,전성완,울산광역시 북구 명촌20길 16-2 (진장동) 2/3층,MES/POP/APS,"산업용로봇, 스마트장비, 식별시스템/머신비전, 제어시스템/컨트롤러, 통신네트워크장비, SCM/WMS, FEMS, CPS/디지털트윈, 제조빅데이터/제조AI, 컨설팅/사이버보안","식료품 제조업, 고무 및 플라스틱제품 제조업, 1차 금속 제조업, 금속 가공제품 제조업; 기계 및 가구 제외, 전자 부품. 컴퓨터. 영상. 음향 및 통신장비 제조업, 기타 기계 및 장비 제조업, 기타 제품 제조업"
(주)굿케이소프트,김진한,서울특별시 금천구 가산디지털2로 169-16 (가산동),MES/POP/APS,SCM/WMS,"식료품 제조업, 음료 제조업, 금속 가공제품 제조업; 기계 및 가구 제외, 기타 제품 제조업"
주식회사 디엑스플랫폼,서정진,대구광역시 달서구 성서서로 142 (갈산동),제조빅데이터/제조AI,"MES/POP/APS, CPS/디지털트윈","고무 및 플라스틱제품 제조업, 금속 가공제품 제조업; 기계 및 가구 제외, 기타 제품 제조업"
주식회사 노드블랙,김상동,대구광역시 달서구 송현로 205 (본동),SCM/WMS,ERP,전자 부품. 컴퓨터. 영상. 음향 및 통신장비 제조업
필리퍼,박정문,대구광역시 북구 팔달북로2길 14 (노원동3가),산업용로봇,미등록,"전자 부품. 컴퓨터. 영상. 음향 및 통신장비 제조업, 기타 기계 및 장비 제조업"
(주)웅진,이수영,서울특별시 중구 청계천로 24(다동) 케이스퀘어시티 6층~9층,ERP,"PLM/PDM, SCM/WMS, MES/POP/APS, FEMS, QMS/CMMS","식료품 제조업, 음료 제조업, 섬유제품 제조업; 의복 제외, 가죽. 가방 및 신발 제조업, 펄프. 종이 및 종이제품 제조업, 화학 물질 및 화학제품 제조업; 의약품 제외, 의료용 물질 및 의약품 제조업, 고무 및 플라스틱제품 제조업, 비금속 광물제품 제조업, 1차 금속 제조업, 금속 가공제품 제조업; 기계 및 가구 제외, 전자 부품. 컴퓨터. 영상. 음향 및 통신장비 제조업, 의료. 정밀. 광학 기기 및 시계 제조업, 전기장비 제조업, 기타 기계 및 장비 제조업, 자동차 및 트레일러 제조업, 기타 운송장비 제조업, 산업용 기계 및 장비 수리업"
(주)케이씨에스,김병규,경상남도 창원시 성산구 대암로171번길 41 (대방동),컨설팅/사이버보안,"스마트장비, 통신네트워크장비, PLM/PDM, MES/POP/APS, 클라우드컴퓨팅","금속 가공제품 제조업; 기계 및 가구 제외, 의료. 정밀. 광학 기기 및 시계 제조업, 기타 기계 및 장비 제조업, 산업용 기계 및 장비 수리업"
(주)이지오토메이션,전주성,경기도 군포시 엘에스로 186 (산본동),MES/POP/APS,"스마트장비, 제어시스템/컨트롤러, 클라우드컴퓨팅","금속 가공제품 제조업; 기계 및 가구 제외, 기타 기계 및 장비 제조업, 산업용 기계 및 장비 수리업"
삼미정보시스템,김명조,경상남도 창원시 성산구 창이대로663번길 13 (사파동),MES/POP/APS,제어시스템/컨트롤러,"식료품 제조업, 비금속 광물제품 제조업, 1차 금속 제조업, 금속 가공제품 제조업; 기계 및 가구 제외, 전자 부품. 컴퓨터. 영상. 음향 및 통신장비 제조업, 전기장비 제조업, 자동차 및 트레일러 제조업"
(주)노트랩,오영환,대구광역시 수성구 알파시티1로 160 (대흥동),MES/POP/APS,미등록,"식료품 제조업, 금속 가공제품 제조업; 기계 및 가구 제외, 자동차 및 트레일러 제조업"
주식회사 오션라이트에이아이,박해광,대구광역시 동구 동대구로 465 (신천동),제조빅데이터/제조AI,미등록,"의료. 정밀. 광학 기기 및 시계 제조업, 기타 기계 및 장비 제조업, 기타 제품 제조업"
주식회사 티엑스알로보틱스 부산,엄인섭,부산광역시 강서구 미음국제8로 19 (생곡동),산업용로봇,제어시스템/컨트롤러,기타 기계 및 장비 제조업
(주)베스트이엔씨,백종설,서울특별시 금천구 가산디지털1로 75-24 (가산동),제어시스템/컨트롤러,"산업용로봇, QMS/CMMS","식료품 제조업, 음료 제조업, 의료용 물질 및 의약품 제조업, 의료. 정밀. 광학 기기 및 시계 제조업"
